331.00, 514679.30, 750966.92, 1346.24, -318.49, 2.00, 0.00
332.00, 516024.33, 750646.68, 1343.83, -322.00, 2.00, 0.00
333.00, 517366.95, 750322.93, 1341.41, -325.50, 2.00, 0.00
334.00, 518707.16, 749995.68, 1339.00, -329.00, 2.00, 0.00
335.00, 520044.95, 749664.94, 1336.58, -332.49, 2.00, 0.00
336.00, 521380.32, 749330.71, 1334.16, -335.97, 2.00, 0.00
337.00, 522713.28, 748993.00, 1331.74, -339.44, 2.00, 0.00
338.00, 524043.81, 748651.82, 1329.32, -342.91, 2.00, 0.00
339.00, 525371.91, 748307.18, 1326.89, -346.37, 2.00, 0.00
340.00, 526697.59, 747959.08, 1324.46, -349.83, 2.00, 0.00
341.00, 528020.84, 747607.53, 1322.03, -353.27, 2.00, 0.00
342.00, 529341.66, 747252.54, 1319.60, -356.71, 2.00, 0.00
343.00, 530660.04, 746894.10, 1317.16, -360.15, 2.00, 0.00
344.00, 531975.98, 746532.24, 1314.73, -363.57, 2.00, 0.00
345.00, 533289.49, 746166.96, 1312.29, -366.99, 2.00, 0.00
346.00, 534600.55, 745798.26, 1309.84, -370.40, 2.00, 0.00
347.00, 535909.17, 745426.15, 1307.40, -373.81, 2.00, 0.00
348.00, 537215.35, 745050.64, 1304.95, -377.21, 2.00, 0.00
349.00, 538519.08, 744671.74, 1302.50, -380.60, 2.00, 0.00
350.00, 539820.35, 744289.44, 1300.05, -383.99, 2.00, 0.00
351.00, 541119.18, 743903.77, 1297.60, -387.36, 2.00, 0.00
352.00, 542415.55, 743514.72, 1295.14, -390.74, 2.00, 0.00
353.00, 543709.46, 743122.30, 1292.68, -394.10, 2.00, 0.00
354.00, 545000.91, 742726.52, 1290.22, -397.46, 2.00, 0.00
355.00, 546289.90, 742327.38, 1287.76, -400.81, 2.00, 0.00
356.00, 547576.43, 741924.90, 1285.29, -404.16, 2.00, 0.00
357.00, 548860.49, 741519.07, 1282.83, -407.49, 2.00, 0.00
358.00, 550142.08, 741109.91, 1280.36, -410.83, 2.00, 0.00
359.00, 551421.20, 740697.42, 1277.88, -414.15, 2.00, 0.00
360.00, 552697.85, 740281.61, 1275.41, -417.47, 2.00, 0.00
361.00, 553972.02, 739862.48, 1272.93, -420.78, 2.00, 0.00
362.00, 555243.71, 739440.05, 1270.45, -424.09, 2.00, 0.00
363.00, 556512.92, 739014.31, 1267.97, -427.39, 2.00, 0.00
364.00, 557779.66, 738585.27, 1265.49, -430.68, 2.00, 0.00
